index,dataset,model1,model2,compare
328,steam,LLaMA2,ChatGLM2,1
329,steam,LLaMA2,ChatGLM2,2
330,steam,LLaMA2,ChatGLM2,1
331,steam,LLaMA2,ChatGLM2,1
332,steam,LLaMA2,ChatGLM2,1
333,steam,LLaMA2,ChatGLM2,1
334,steam,LLaMA2,ChatGLM2,1
335,steam,LLaMA2,ChatGLM2,1
336,steam,LLaMA2,ChatGLM2,1
337,steam,LLaMA2,ChatGLM2,1
338,steam,LLaMA2,ChatGLM2,1
339,steam,LLaMA2,ChatGLM2,1
340,steam,LLaMA2,ChatGLM2,1
341,steam,LLaMA2,ChatGLM2,1
342,steam,LLaMA2,ChatGLM2,1
343,steam,LLaMA2,ChatGLM2,2
344,steam,LLaMA2,ChatGLM2,1
345,steam,LLaMA2,ChatGLM2,1
346,steam,LLaMA2,ChatGLM2,1
347,steam,LLaMA2,ChatGLM2,1
348,steam,LLaMA2,ChatGLM2,1
349,steam,LLaMA2,ChatGLM2,2
350,steam,LLaMA2,ChatGLM2,1
351,steam,LLaMA2,ChatGLM2,1
352,steam,LLaMA2,ChatGLM2,1
353,steam,LLaMA2,ChatGLM2,1
354,steam,LLaMA2,ChatGLM2,1
355,steam,LLaMA2,ChatGLM2,1
356,steam,LLaMA2,ChatGLM2,1
357,steam,LLaMA2,ChatGLM2,1
358,steam,LLaMA2,ChatGLM2,2
359,steam,LLaMA2,ChatGLM2,1
360,steam,LLaMA2,ChatGLM2,1
361,steam,LLaMA2,ChatGLM2,1
362,steam,LLaMA2,ChatGLM2,1
363,steam,LLaMA2,ChatGLM2,1
364,steam,LLaMA2,ChatGLM2,1
365,steam,LLaMA2,ChatGLM2,1
366,steam,LLaMA2,ChatGLM2,1
367,steam,LLaMA2,ChatGLM2,1
368,steam,LLaMA2,ChatGLM2,1
369,steam,LLaMA2,ChatGLM2,1
370,steam,LLaMA2,ChatGLM2,1
371,steam,LLaMA2,ChatGLM2,1
372,steam,LLaMA2,ChatGLM2,1
373,steam,LLaMA2,ChatGLM2,1
374,steam,LLaMA2,ChatGLM2,1
375,steam,LLaMA2,ChatGLM2,1
376,steam,LLaMA2,ChatGLM2,1
377,steam,LLaMA2,ChatGLM2,1
378,steam,LLaMA2,ChatGLM2,1
379,steam,LLaMA2,ChatGLM2,1
380,steam,LLaMA2,ChatGLM2,1
381,steam,LLaMA2,ChatGLM2,1
382,steam,LLaMA2,ChatGLM2,1
383,steam,LLaMA2,ChatGLM2,1
384,steam,LLaMA2,ChatGLM2,1
385,steam,LLaMA2,ChatGLM2,1
386,steam,LLaMA2,ChatGLM2,1
387,steam,LLaMA2,ChatGLM2,1
388,steam,LLaMA2,ChatGLM2,2
389,steam,LLaMA2,ChatGLM2,1
390,steam,LLaMA2,ChatGLM2,1
391,steam,LLaMA2,ChatGLM2,1
392,steam,LLaMA2,ChatGLM2,1
393,steam,LLaMA2,ChatGLM2,1
394,steam,LLaMA2,ChatGLM2,1
395,steam,LLaMA2,ChatGLM2,1
396,steam,LLaMA2,ChatGLM2,1
397,steam,LLaMA2,ChatGLM2,1
398,steam,LLaMA2,ChatGLM2,1
399,steam,LLaMA2,ChatGLM2,1
400,steam,LLaMA2,ChatGLM2,1
401,steam,LLaMA2,ChatGLM2,1
402,steam,LLaMA2,ChatGLM2,1
403,steam,LLaMA2,ChatGLM2,1
404,steam,LLaMA2,ChatGLM2,1
405,steam,LLaMA2,ChatGLM2,2
406,steam,LLaMA2,ChatGLM2,1
407,steam,LLaMA2,ChatGLM2,1
408,steam,LLaMA2,ChatGLM2,1
409,steam,LLaMA2,ChatGLM2,2
410,steam,LLaMA2,ChatGLM2,1
411,steam,LLaMA2,ChatGLM2,1
412,steam,LLaMA2,ChatGLM2,1
413,steam,LLaMA2,ChatGLM2,1
414,steam,LLaMA2,ChatGLM2,1
415,steam,LLaMA2,ChatGLM2,1
416,steam,LLaMA2,ChatGLM2,2
417,steam,LLaMA2,ChatGLM2,1
418,steam,LLaMA2,ChatGLM2,1
419,steam,LLaMA2,ChatGLM2,1
420,steam,LLaMA2,ChatGLM2,1
421,steam,LLaMA2,ChatGLM2,1
422,steam,LLaMA2,ChatGLM2,1
423,steam,LLaMA2,ChatGLM2,1
424,steam,LLaMA2,ChatGLM2,1
425,steam,LLaMA2,ChatGLM2,1
426,steam,LLaMA2,ChatGLM2,1
427,steam,LLaMA2,ChatGLM2,1
428,steam,LLaMA2,ChatGLM2,1
429,steam,LLaMA2,ChatGLM2,1
430,steam,LLaMA2,ChatGLM2,1
431,steam,LLaMA2,ChatGLM2,1
432,steam,LLaMA2,ChatGLM2,1
433,steam,LLaMA2,ChatGLM2,1
434,steam,LLaMA2,ChatGLM2,1
435,steam,LLaMA2,ChatGLM2,1
436,steam,LLaMA2,ChatGLM2,1
437,steam,LLaMA2,ChatGLM2,2
438,steam,LLaMA2,ChatGLM2,1
439,steam,LLaMA2,ChatGLM2,2
440,steam,LLaMA2,ChatGLM2,1
441,steam,LLaMA2,ChatGLM2,1
442,steam,LLaMA2,ChatGLM2,1
443,steam,LLaMA2,ChatGLM2,1
444,steam,LLaMA2,ChatGLM2,1
445,steam,LLaMA2,ChatGLM2,1
446,steam,LLaMA2,ChatGLM2,1
447,steam,LLaMA2,ChatGLM2,1
448,steam,LLaMA2,ChatGLM2,1
449,steam,LLaMA2,ChatGLM2,1
450,steam,LLaMA2,ChatGLM2,1
451,steam,LLaMA2,ChatGLM2,1
452,steam,LLaMA2,ChatGLM2,2
453,steam,LLaMA2,ChatGLM2,1
454,steam,LLaMA2,ChatGLM2,1
455,steam,LLaMA2,ChatGLM2,1
456,steam,LLaMA2,ChatGLM2,1
457,steam,LLaMA2,ChatGLM2,1
458,steam,LLaMA2,ChatGLM2,2
459,steam,LLaMA2,ChatGLM2,1
460,steam,LLaMA2,ChatGLM2,1
461,steam,LLaMA2,ChatGLM2,1
462,steam,LLaMA2,ChatGLM2,2
463,steam,LLaMA2,ChatGLM2,2
464,steam,LLaMA2,ChatGLM2,1
465,steam,LLaMA2,ChatGLM2,1
466,steam,LLaMA2,ChatGLM2,1
467,steam,LLaMA2,ChatGLM2,1
468,steam,LLaMA2,ChatGLM2,1
469,steam,LLaMA2,ChatGLM2,1
470,steam,LLaMA2,ChatGLM2,1
471,steam,LLaMA2,ChatGLM2,1
472,steam,LLaMA2,ChatGLM2,1
473,steam,LLaMA2,ChatGLM2,1
474,steam,LLaMA2,ChatGLM2,1
475,steam,LLaMA2,ChatGLM2,1
476,steam,LLaMA2,ChatGLM2,1
477,steam,LLaMA2,ChatGLM2,1
478,steam,LLaMA2,ChatGLM2,1
479,steam,LLaMA2,ChatGLM2,1
480,steam,LLaMA2,ChatGLM2,1
481,steam,LLaMA2,ChatGLM2,1
482,steam,LLaMA2,ChatGLM2,1
483,steam,LLaMA2,ChatGLM2,1
484,steam,LLaMA2,ChatGLM2,1
485,steam,LLaMA2,ChatGLM2,1
486,steam,LLaMA2,ChatGLM2,2
487,steam,LLaMA2,ChatGLM2,1
488,steam,LLaMA2,ChatGLM2,1
489,steam,LLaMA2,ChatGLM2,1
490,steam,LLaMA2,ChatGLM2,1
491,steam,LLaMA2,ChatGLM2,1
492,steam,LLaMA2,ChatGLM2,1
493,steam,LLaMA2,ChatGLM2,2
494,steam,LLaMA2,ChatGLM2,1
495,steam,LLaMA2,ChatGLM2,1
496,steam,LLaMA2,ChatGLM2,1
497,steam,LLaMA2,ChatGLM2,1
498,steam,LLaMA2,ChatGLM2,1
499,steam,LLaMA2,ChatGLM2,1
500,steam,LLaMA2,ChatGLM2,1
501,steam,LLaMA2,ChatGLM2,1
502,steam,LLaMA2,ChatGLM2,1
503,steam,LLaMA2,ChatGLM2,1
504,steam,LLaMA2,ChatGLM2,1
505,steam,LLaMA2,ChatGLM2,1
506,steam,LLaMA2,ChatGLM2,1
507,steam,LLaMA2,ChatGLM2,1
508,steam,LLaMA2,ChatGLM2,1
509,steam,LLaMA2,ChatGLM2,2
510,steam,LLaMA2,ChatGLM2,1
511,steam,LLaMA2,ChatGLM2,1
512,steam,LLaMA2,ChatGLM2,1
513,steam,LLaMA2,ChatGLM2,1
514,steam,LLaMA2,ChatGLM2,1
515,steam,LLaMA2,ChatGLM2,1
516,steam,LLaMA2,ChatGLM2,1
517,steam,LLaMA2,ChatGLM2,1
518,steam,LLaMA2,ChatGLM2,1
519,steam,LLaMA2,ChatGLM2,1
520,steam,LLaMA2,ChatGLM2,1
521,steam,LLaMA2,ChatGLM2,1
522,steam,LLaMA2,ChatGLM2,1
523,steam,LLaMA2,ChatGLM2,1
524,steam,LLaMA2,ChatGLM2,1
525,steam,LLaMA2,ChatGLM2,1
526,steam,LLaMA2,ChatGLM2,1
527,steam,LLaMA2,ChatGLM2,1
528,steam,LLaMA2,ChatGLM2,1
529,steam,LLaMA2,ChatGLM2,1
530,steam,LLaMA2,ChatGLM2,1
531,steam,LLaMA2,ChatGLM2,1
532,steam,LLaMA2,ChatGLM2,1
533,steam,LLaMA2,ChatGLM2,1
534,steam,LLaMA2,ChatGLM2,1
535,steam,LLaMA2,ChatGLM2,1
536,steam,LLaMA2,ChatGLM2,1
537,steam,LLaMA2,ChatGLM2,1
538,steam,LLaMA2,ChatGLM2,1
539,steam,LLaMA2,ChatGLM2,1
540,steam,LLaMA2,ChatGLM2,2
541,steam,LLaMA2,ChatGLM2,1
542,steam,LLaMA2,ChatGLM2,1
543,steam,LLaMA2,ChatGLM2,1
544,steam,LLaMA2,ChatGLM2,1
545,steam,LLaMA2,ChatGLM2,1
546,steam,LLaMA2,ChatGLM2,1
547,steam,LLaMA2,ChatGLM2,1
548,steam,LLaMA2,ChatGLM2,1
549,steam,LLaMA2,ChatGLM2,1
550,steam,LLaMA2,ChatGLM2,1
551,steam,LLaMA2,ChatGLM2,1
552,steam,LLaMA2,ChatGLM2,1
553,steam,LLaMA2,ChatGLM2,1
554,steam,LLaMA2,ChatGLM2,1
555,steam,LLaMA2,ChatGLM2,1
556,steam,LLaMA2,ChatGLM2,1
557,steam,LLaMA2,ChatGLM2,1
558,steam,LLaMA2,ChatGLM2,2
559,steam,LLaMA2,ChatGLM2,1
560,steam,LLaMA2,ChatGLM2,1
561,steam,LLaMA2,ChatGLM2,1
562,steam,LLaMA2,ChatGLM2,1
563,steam,LLaMA2,ChatGLM2,1
564,steam,LLaMA2,ChatGLM2,1
565,steam,LLaMA2,ChatGLM2,1
566,steam,LLaMA2,ChatGLM2,1
567,steam,LLaMA2,ChatGLM2,1
568,steam,LLaMA2,ChatGLM2,1
569,steam,LLaMA2,ChatGLM2,1
570,steam,LLaMA2,ChatGLM2,1
571,steam,LLaMA2,ChatGLM2,1
572,steam,LLaMA2,ChatGLM2,1
573,steam,LLaMA2,ChatGLM2,1
574,steam,LLaMA2,ChatGLM2,1
575,steam,LLaMA2,ChatGLM2,2
576,steam,LLaMA2,ChatGLM2,1
577,steam,LLaMA2,ChatGLM2,1
578,steam,LLaMA2,ChatGLM2,1
579,steam,LLaMA2,ChatGLM2,1
580,steam,LLaMA2,ChatGLM2,1
581,steam,LLaMA2,ChatGLM2,1
582,steam,LLaMA2,ChatGLM2,1
583,steam,LLaMA2,ChatGLM2,1
584,steam,LLaMA2,ChatGLM2,1
585,steam,LLaMA2,ChatGLM2,1
586,steam,LLaMA2,ChatGLM2,1
587,steam,LLaMA2,ChatGLM2,1
588,steam,LLaMA2,ChatGLM2,1
589,steam,LLaMA2,ChatGLM2,1
590,steam,LLaMA2,ChatGLM2,1
591,steam,LLaMA2,ChatGLM2,1
592,steam,LLaMA2,ChatGLM2,1
593,steam,LLaMA2,ChatGLM2,1
594,steam,LLaMA2,ChatGLM2,1
595,steam,LLaMA2,ChatGLM2,1
596,steam,LLaMA2,ChatGLM2,1
597,steam,LLaMA2,ChatGLM2,1
598,steam,LLaMA2,ChatGLM2,1
599,steam,LLaMA2,ChatGLM2,1
600,steam,LLaMA2,ChatGLM2,1
601,steam,LLaMA2,ChatGLM2,1
602,steam,LLaMA2,ChatGLM2,1
603,steam,LLaMA2,ChatGLM2,1
604,steam,LLaMA2,ChatGLM2,1
605,steam,LLaMA2,ChatGLM2,1
606,steam,LLaMA2,ChatGLM2,1
607,steam,LLaMA2,ChatGLM2,1
608,steam,LLaMA2,ChatGLM2,1
609,steam,LLaMA2,ChatGLM2,1
610,steam,LLaMA2,ChatGLM2,1
611,steam,LLaMA2,ChatGLM2,1
612,steam,LLaMA2,ChatGLM2,1
613,steam,LLaMA2,ChatGLM2,1
614,steam,LLaMA2,ChatGLM2,1
615,steam,LLaMA2,ChatGLM2,2
616,steam,LLaMA2,ChatGLM2,1
617,steam,LLaMA2,ChatGLM2,1
618,steam,LLaMA2,ChatGLM2,1
619,steam,LLaMA2,ChatGLM2,1
620,steam,LLaMA2,ChatGLM2,1
621,steam,LLaMA2,ChatGLM2,1
622,steam,LLaMA2,ChatGLM2,1
623,steam,LLaMA2,ChatGLM2,2
624,steam,LLaMA2,ChatGLM2,1
625,steam,LLaMA2,ChatGLM2,1
626,steam,LLaMA2,ChatGLM2,1
627,steam,LLaMA2,ChatGLM2,1
628,steam,LLaMA2,ChatGLM2,2
629,steam,LLaMA2,ChatGLM2,1
630,steam,LLaMA2,ChatGLM2,1
631,steam,LLaMA2,ChatGLM2,2
632,steam,LLaMA2,ChatGLM2,1
633,steam,LLaMA2,ChatGLM2,1
634,steam,LLaMA2,ChatGLM2,2
