index,dataset,model1,model2,compare
328,steam,LLaMA2,ChatGLM2,1
329,steam,LLaMA2,ChatGLM2,2
330,steam,LLaMA2,ChatGLM2,1
331,steam,LLaMA2,ChatGLM2,1
332,steam,LLaMA2,ChatGLM2,1
333,steam,LLaMA2,ChatGLM2,1
334,steam,LLaMA2,ChatGLM2,1
335,steam,LLaMA2,ChatGLM2,2
336,steam,LLaMA2,ChatGLM2,1
337,steam,LLaMA2,ChatGLM2,1
338,steam,LLaMA2,ChatGLM2,1
339,steam,LLaMA2,ChatGLM2,1
340,steam,LLaMA2,ChatGLM2,1
341,steam,LLaMA2,ChatGLM2,1
342,steam,LLaMA2,ChatGLM2,1
343,steam,LLaMA2,ChatGLM2,2
344,steam,LLaMA2,ChatGLM2,1
345,steam,LLaMA2,ChatGLM2,1
346,steam,LLaMA2,ChatGLM2,1
347,steam,LLaMA2,ChatGLM2,2
348,steam,LLaMA2,ChatGLM2,1
349,steam,LLaMA2,ChatGLM2,2
350,steam,LLaMA2,ChatGLM2,1
351,steam,LLaMA2,ChatGLM2,1
352,steam,LLaMA2,ChatGLM2,1
353,steam,LLaMA2,ChatGLM2,1
354,steam,LLaMA2,ChatGLM2,1
355,steam,LLaMA2,ChatGLM2,1
356,steam,LLaMA2,ChatGLM2,1
357,steam,LLaMA2,ChatGLM2,1
358,steam,LLaMA2,ChatGLM2,2
359,steam,LLaMA2,ChatGLM2,1
360,steam,LLaMA2,ChatGLM2,1
361,steam,LLaMA2,ChatGLM2,1
362,steam,LLaMA2,ChatGLM2,1
363,steam,LLaMA2,ChatGLM2,1
364,steam,LLaMA2,ChatGLM2,1
365,steam,LLaMA2,ChatGLM2,1
366,steam,LLaMA2,ChatGLM2,1
367,steam,LLaMA2,ChatGLM2,1
368,steam,LLaMA2,ChatGLM2,1
369,steam,LLaMA2,ChatGLM2,1
370,steam,LLaMA2,ChatGLM2,1
371,steam,LLaMA2,ChatGLM2,1
372,steam,LLaMA2,ChatGLM2,1
373,steam,LLaMA2,ChatGLM2,1
374,steam,LLaMA2,ChatGLM2,1
375,steam,LLaMA2,ChatGLM2,1
376,steam,LLaMA2,ChatGLM2,1
377,steam,LLaMA2,ChatGLM2,1
378,steam,LLaMA2,ChatGLM2,1
379,steam,LLaMA2,ChatGLM2,1
380,steam,LLaMA2,ChatGLM2,1
381,steam,LLaMA2,ChatGLM2,1
382,steam,LLaMA2,ChatGLM2,1
383,steam,LLaMA2,ChatGLM2,1
384,steam,LLaMA2,ChatGLM2,1
385,steam,LLaMA2,ChatGLM2,1
386,steam,LLaMA2,ChatGLM2,1
387,steam,LLaMA2,ChatGLM2,1
388,steam,LLaMA2,ChatGLM2,2
389,steam,LLaMA2,ChatGLM2,1
390,steam,LLaMA2,ChatGLM2,1
391,steam,LLaMA2,ChatGLM2,1
392,steam,LLaMA2,ChatGLM2,1
393,steam,LLaMA2,ChatGLM2,1
394,steam,LLaMA2,ChatGLM2,1
395,steam,LLaMA2,ChatGLM2,1
396,steam,LLaMA2,ChatGLM2,1
397,steam,LLaMA2,ChatGLM2,2
398,steam,LLaMA2,ChatGLM2,1
399,steam,LLaMA2,ChatGLM2,1
400,steam,LLaMA2,ChatGLM2,1
401,steam,LLaMA2,ChatGLM2,1
402,steam,LLaMA2,ChatGLM2,1
403,steam,LLaMA2,ChatGLM2,1
404,steam,LLaMA2,ChatGLM2,1
405,steam,LLaMA2,ChatGLM2,1
406,steam,LLaMA2,ChatGLM2,1
407,steam,LLaMA2,ChatGLM2,1
408,steam,LLaMA2,ChatGLM2,1
409,steam,LLaMA2,ChatGLM2,2
410,steam,LLaMA2,ChatGLM2,1
411,steam,LLaMA2,ChatGLM2,1
412,steam,LLaMA2,ChatGLM2,1
413,steam,LLaMA2,ChatGLM2,1
414,steam,LLaMA2,ChatGLM2,1
415,steam,LLaMA2,ChatGLM2,1
416,steam,LLaMA2,ChatGLM2,2
417,steam,LLaMA2,ChatGLM2,1
418,steam,LLaMA2,ChatGLM2,1
419,steam,LLaMA2,ChatGLM2,1
420,steam,LLaMA2,ChatGLM2,1
421,steam,LLaMA2,ChatGLM2,1
422,steam,LLaMA2,ChatGLM2,1
423,steam,LLaMA2,ChatGLM2,1
424,steam,LLaMA2,ChatGLM2,1
425,steam,LLaMA2,ChatGLM2,1
426,steam,LLaMA2,ChatGLM2,1
427,steam,LLaMA2,ChatGLM2,1
428,steam,LLaMA2,ChatGLM2,1
429,steam,LLaMA2,ChatGLM2,1
430,steam,LLaMA2,ChatGLM2,1
431,steam,LLaMA2,ChatGLM2,1
432,steam,LLaMA2,ChatGLM2,1
433,steam,LLaMA2,ChatGLM2,1
434,steam,LLaMA2,ChatGLM2,1
435,steam,LLaMA2,ChatGLM2,1
436,steam,LLaMA2,ChatGLM2,1
437,steam,LLaMA2,ChatGLM2,2
438,steam,LLaMA2,ChatGLM2,1
439,steam,LLaMA2,ChatGLM2,2
440,steam,LLaMA2,ChatGLM2,1
441,steam,LLaMA2,ChatGLM2,1
442,steam,LLaMA2,ChatGLM2,1
443,steam,LLaMA2,ChatGLM2,1
444,steam,LLaMA2,ChatGLM2,1
445,steam,LLaMA2,ChatGLM2,1
446,steam,LLaMA2,ChatGLM2,1
447,steam,LLaMA2,ChatGLM2,1
448,steam,LLaMA2,ChatGLM2,1
449,steam,LLaMA2,ChatGLM2,2
450,steam,LLaMA2,ChatGLM2,1
451,steam,LLaMA2,ChatGLM2,1
452,steam,LLaMA2,ChatGLM2,1
453,steam,LLaMA2,ChatGLM2,1
454,steam,LLaMA2,ChatGLM2,1
455,steam,LLaMA2,ChatGLM2,1
456,steam,LLaMA2,ChatGLM2,1
457,steam,LLaMA2,ChatGLM2,1
458,steam,LLaMA2,ChatGLM2,2
459,steam,LLaMA2,ChatGLM2,1
460,steam,LLaMA2,ChatGLM2,1
461,steam,LLaMA2,ChatGLM2,1
462,steam,LLaMA2,ChatGLM2,1
463,steam,LLaMA2,ChatGLM2,1
464,steam,LLaMA2,ChatGLM2,1
465,steam,LLaMA2,ChatGLM2,1
466,steam,LLaMA2,ChatGLM2,1
467,steam,LLaMA2,ChatGLM2,1
468,steam,LLaMA2,ChatGLM2,1
469,steam,LLaMA2,ChatGLM2,1
470,steam,LLaMA2,ChatGLM2,1
471,steam,LLaMA2,ChatGLM2,1
472,steam,LLaMA2,ChatGLM2,1
473,steam,LLaMA2,ChatGLM2,1
474,steam,LLaMA2,ChatGLM2,1
475,steam,LLaMA2,ChatGLM2,1
476,steam,LLaMA2,ChatGLM2,1
477,steam,LLaMA2,ChatGLM2,1
478,steam,LLaMA2,ChatGLM2,1
479,steam,LLaMA2,ChatGLM2,1
480,steam,LLaMA2,ChatGLM2,1
481,steam,LLaMA2,ChatGLM2,1
482,steam,LLaMA2,ChatGLM2,1
483,steam,LLaMA2,ChatGLM2,1
484,steam,LLaMA2,ChatGLM2,1
485,steam,LLaMA2,ChatGLM2,1
486,steam,LLaMA2,ChatGLM2,1
487,steam,LLaMA2,ChatGLM2,1
488,steam,LLaMA2,ChatGLM2,1
489,steam,LLaMA2,ChatGLM2,1
490,steam,LLaMA2,ChatGLM2,1
491,steam,LLaMA2,ChatGLM2,1
492,steam,LLaMA2,ChatGLM2,1
493,steam,LLaMA2,ChatGLM2,1
494,steam,LLaMA2,ChatGLM2,1
495,steam,LLaMA2,ChatGLM2,1
496,steam,LLaMA2,ChatGLM2,1
497,steam,LLaMA2,ChatGLM2,2
498,steam,LLaMA2,ChatGLM2,1
499,steam,LLaMA2,ChatGLM2,1
0,steam,LLaMA2,GPT3.5,2
1,steam,LLaMA2,GPT3.5,2
2,steam,LLaMA2,GPT3.5,2
3,steam,LLaMA2,GPT3.5,2
4,steam,LLaMA2,GPT3.5,2
5,steam,LLaMA2,GPT3.5,2
6,steam,LLaMA2,GPT3.5,1
7,steam,LLaMA2,GPT3.5,2
8,steam,LLaMA2,GPT3.5,2
9,steam,LLaMA2,GPT3.5,2
10,steam,LLaMA2,GPT3.5,2
11,steam,LLaMA2,GPT3.5,2
12,steam,LLaMA2,GPT3.5,2
13,steam,LLaMA2,GPT3.5,2
14,steam,LLaMA2,GPT3.5,2
15,steam,LLaMA2,GPT3.5,2
16,steam,LLaMA2,GPT3.5,2
17,steam,LLaMA2,GPT3.5,2
18,steam,LLaMA2,GPT3.5,2
19,steam,LLaMA2,GPT3.5,2
20,steam,LLaMA2,GPT3.5,2
21,steam,LLaMA2,GPT3.5,2
22,steam,LLaMA2,GPT3.5,2
23,steam,LLaMA2,GPT3.5,2
24,steam,LLaMA2,GPT3.5,2
25,steam,LLaMA2,GPT3.5,2
26,steam,LLaMA2,GPT3.5,2
27,steam,LLaMA2,GPT3.5,2
28,steam,LLaMA2,GPT3.5,2
29,steam,LLaMA2,GPT3.5,2
30,steam,LLaMA2,GPT3.5,2
31,steam,LLaMA2,GPT3.5,2
32,steam,LLaMA2,GPT3.5,2
33,steam,LLaMA2,GPT3.5,2
34,steam,LLaMA2,GPT3.5,2
35,steam,LLaMA2,GPT3.5,2
36,steam,LLaMA2,GPT3.5,2
37,steam,LLaMA2,GPT3.5,2
38,steam,LLaMA2,GPT3.5,2
39,steam,LLaMA2,GPT3.5,2
40,steam,LLaMA2,GPT3.5,2
41,steam,LLaMA2,GPT3.5,2
42,steam,LLaMA2,GPT3.5,2
43,steam,LLaMA2,GPT3.5,2
44,steam,LLaMA2,GPT3.5,2
45,steam,LLaMA2,GPT3.5,2
46,steam,LLaMA2,GPT3.5,2
47,steam,LLaMA2,GPT3.5,2
48,steam,LLaMA2,GPT3.5,2
49,steam,LLaMA2,GPT3.5,2
50,steam,LLaMA2,GPT3.5,2
51,steam,LLaMA2,GPT3.5,2
52,steam,LLaMA2,GPT3.5,2
53,steam,LLaMA2,GPT3.5,2
54,steam,LLaMA2,GPT3.5,2
55,steam,LLaMA2,GPT3.5,2
56,steam,LLaMA2,GPT3.5,2
57,steam,LLaMA2,GPT3.5,2
58,steam,LLaMA2,GPT3.5,2
59,steam,LLaMA2,GPT3.5,2
60,steam,LLaMA2,GPT3.5,2
61,steam,LLaMA2,GPT3.5,2
62,steam,LLaMA2,GPT3.5,2
63,steam,LLaMA2,GPT3.5,2
64,steam,LLaMA2,GPT3.5,2
65,steam,LLaMA2,GPT3.5,2
66,steam,LLaMA2,GPT3.5,2
67,steam,LLaMA2,GPT3.5,2
68,steam,LLaMA2,GPT3.5,2
69,steam,LLaMA2,GPT3.5,2
70,steam,LLaMA2,GPT3.5,2
71,steam,LLaMA2,GPT3.5,1
72,steam,LLaMA2,GPT3.5,2
73,steam,LLaMA2,GPT3.5,2
74,steam,LLaMA2,GPT3.5,2
75,steam,LLaMA2,GPT3.5,1
76,steam,LLaMA2,GPT3.5,2
77,steam,LLaMA2,GPT3.5,2
78,steam,LLaMA2,GPT3.5,2
79,steam,LLaMA2,GPT3.5,2
80,steam,LLaMA2,GPT3.5,2
81,steam,LLaMA2,GPT3.5,2
82,steam,LLaMA2,GPT3.5,2
83,steam,LLaMA2,GPT3.5,2
84,steam,LLaMA2,GPT3.5,2
85,steam,LLaMA2,GPT3.5,2
86,steam,LLaMA2,GPT3.5,2
87,steam,LLaMA2,GPT3.5,2
88,steam,LLaMA2,GPT3.5,2
89,steam,LLaMA2,GPT3.5,2
90,steam,LLaMA2,GPT3.5,2
91,steam,LLaMA2,GPT3.5,2
92,steam,LLaMA2,GPT3.5,2
93,steam,LLaMA2,GPT3.5,2
94,steam,LLaMA2,GPT3.5,2
95,steam,LLaMA2,GPT3.5,2
96,steam,LLaMA2,GPT3.5,2
97,steam,LLaMA2,GPT3.5,2
98,steam,LLaMA2,GPT3.5,2
99,steam,LLaMA2,GPT3.5,2
100,steam,LLaMA2,GPT3.5,2
101,steam,LLaMA2,GPT3.5,2
102,steam,LLaMA2,GPT3.5,2
103,steam,LLaMA2,GPT3.5,2
104,steam,LLaMA2,GPT3.5,2
105,steam,LLaMA2,GPT3.5,2
106,steam,LLaMA2,GPT3.5,2
107,steam,LLaMA2,GPT3.5,2
108,steam,LLaMA2,GPT3.5,2
109,steam,LLaMA2,GPT3.5,2
110,steam,LLaMA2,GPT3.5,2
111,steam,LLaMA2,GPT3.5,2
112,steam,LLaMA2,GPT3.5,2
113,steam,LLaMA2,GPT3.5,2
114,steam,LLaMA2,GPT3.5,2
115,steam,LLaMA2,GPT3.5,2
116,steam,LLaMA2,GPT3.5,2
117,steam,LLaMA2,GPT3.5,2
118,steam,LLaMA2,GPT3.5,2
119,steam,LLaMA2,GPT3.5,2
120,steam,LLaMA2,GPT3.5,2
121,steam,LLaMA2,GPT3.5,2
122,steam,LLaMA2,GPT3.5,2
123,steam,LLaMA2,GPT3.5,2
124,steam,LLaMA2,GPT3.5,2
125,steam,LLaMA2,GPT3.5,2
126,steam,LLaMA2,GPT3.5,2
127,steam,LLaMA2,GPT3.5,2
128,steam,LLaMA2,GPT3.5,2
129,steam,LLaMA2,GPT3.5,2
130,steam,LLaMA2,GPT3.5,2
131,steam,LLaMA2,GPT3.5,2
132,steam,LLaMA2,GPT3.5,2
133,steam,LLaMA2,GPT3.5,2
134,steam,LLaMA2,GPT3.5,2
135,steam,LLaMA2,GPT3.5,2
136,steam,LLaMA2,GPT3.5,2
137,steam,LLaMA2,GPT3.5,2
138,steam,LLaMA2,GPT3.5,2
139,steam,LLaMA2,GPT3.5,2
140,steam,LLaMA2,GPT3.5,2
