index,dataset,model1,model2,compare
102,steam,LLaMA2,ChatGLM2,1.0
103,steam,LLaMA2,ChatGLM2,1.0
104,steam,LLaMA2,ChatGLM2,1.0
105,steam,LLaMA2,ChatGLM2,1.0
106,steam,LLaMA2,ChatGLM2,1.0
107,steam,LLaMA2,ChatGLM2,1.0
108,steam,LLaMA2,ChatGLM2,1.0
109,steam,LLaMA2,ChatGLM2,1.0
110,steam,LLaMA2,ChatGLM2,1.0
111,steam,LLaMA2,ChatGLM2,1.0
112,steam,LLaMA2,ChatGLM2,1.0
113,steam,LLaMA2,ChatGLM2,1.0
114,steam,LLaMA2,ChatGLM2,1.0
115,steam,LLaMA2,ChatGLM2,2.0
116,steam,LLaMA2,ChatGLM2,1.0
117,steam,LLaMA2,ChatGLM2,1.0
118,steam,LLaMA2,ChatGLM2,1.0
119,steam,LLaMA2,ChatGLM2,1.0
120,steam,LLaMA2,ChatGLM2,1.0
121,steam,LLaMA2,ChatGLM2,1.0
122,steam,LLaMA2,ChatGLM2,1.0
123,steam,LLaMA2,ChatGLM2,1.0
124,steam,LLaMA2,ChatGLM2,1.0
125,steam,LLaMA2,ChatGLM2,1.0
126,steam,LLaMA2,ChatGLM2,1.0
127,steam,LLaMA2,ChatGLM2,1.0
128,steam,LLaMA2,ChatGLM2,1.0
129,steam,LLaMA2,ChatGLM2,1.0
130,steam,LLaMA2,ChatGLM2,1.0
131,steam,LLaMA2,ChatGLM2,1.0
132,steam,LLaMA2,ChatGLM2,1.0
133,steam,LLaMA2,ChatGLM2,1.0
134,steam,LLaMA2,ChatGLM2,1.0
135,steam,LLaMA2,ChatGLM2,1.0
136,steam,LLaMA2,ChatGLM2,1.0
137,steam,LLaMA2,ChatGLM2,1.0
138,steam,LLaMA2,ChatGLM2,2.0
139,steam,LLaMA2,ChatGLM2,1.0
140,steam,LLaMA2,ChatGLM2,1.0
141,steam,LLaMA2,ChatGLM2,2.0
142,steam,LLaMA2,ChatGLM2,1.0
143,steam,LLaMA2,ChatGLM2,1.0
144,steam,LLaMA2,ChatGLM2,1.0
145,steam,LLaMA2,ChatGLM2,1.0
146,steam,LLaMA2,ChatGLM2,1.0
147,steam,LLaMA2,ChatGLM2,1.0
148,steam,LLaMA2,ChatGLM2,1.0
149,steam,LLaMA2,ChatGLM2,1.0
150,steam,LLaMA2,ChatGLM2,1.0
151,steam,LLaMA2,ChatGLM2,1.0
152,steam,LLaMA2,ChatGLM2,1.0
153,steam,LLaMA2,ChatGLM2,1.0
154,steam,LLaMA2,ChatGLM2,1.0
155,steam,LLaMA2,ChatGLM2,1.0
156,steam,LLaMA2,ChatGLM2,2.0
157,steam,LLaMA2,ChatGLM2,1.0
158,steam,LLaMA2,ChatGLM2,1.0
159,steam,LLaMA2,ChatGLM2,1.0
160,steam,LLaMA2,ChatGLM2,1.0
161,steam,LLaMA2,ChatGLM2,1.0
162,steam,LLaMA2,ChatGLM2,1.0
163,steam,LLaMA2,ChatGLM2,1.0
164,steam,LLaMA2,ChatGLM2,1.0
165,steam,LLaMA2,ChatGLM2,1.0
166,steam,LLaMA2,ChatGLM2,1.0
167,steam,LLaMA2,ChatGLM2,1.0
168,steam,LLaMA2,ChatGLM2,1.0
169,steam,LLaMA2,ChatGLM2,2.0
170,steam,LLaMA2,ChatGLM2,1.0
171,steam,LLaMA2,ChatGLM2,1.0
172,steam,LLaMA2,ChatGLM2,1.0
173,steam,LLaMA2,ChatGLM2,1.0
174,steam,LLaMA2,ChatGLM2,1.0
175,steam,LLaMA2,ChatGLM2,1.0
176,steam,LLaMA2,ChatGLM2,1.0
177,steam,LLaMA2,ChatGLM2,1.0
178,steam,LLaMA2,ChatGLM2,1.0
179,steam,LLaMA2,ChatGLM2,1.0
180,steam,LLaMA2,ChatGLM2,1.0
181,steam,LLaMA2,ChatGLM2,1.0
182,steam,LLaMA2,ChatGLM2,1.0
183,steam,LLaMA2,ChatGLM2,1.0
184,steam,LLaMA2,ChatGLM2,1.0
185,steam,LLaMA2,ChatGLM2,1.0
186,steam,LLaMA2,ChatGLM2,1.0
187,steam,LLaMA2,ChatGLM2,1.0
188,steam,LLaMA2,ChatGLM2,1.0
189,steam,LLaMA2,ChatGLM2,1.0
190,steam,LLaMA2,ChatGLM2,1.0
191,steam,LLaMA2,ChatGLM2,1.0
192,steam,LLaMA2,ChatGLM2,1.0
193,steam,LLaMA2,ChatGLM2,1.0
194,steam,LLaMA2,ChatGLM2,1.0
195,steam,LLaMA2,ChatGLM2,1.0
196,steam,LLaMA2,ChatGLM2,2.0
197,steam,LLaMA2,ChatGLM2,1.0
198,steam,LLaMA2,ChatGLM2,1.0
199,steam,LLaMA2,ChatGLM2,1.0
200,steam,LLaMA2,ChatGLM2,1.0
201,steam,LLaMA2,ChatGLM2,1.0
202,steam,LLaMA2,ChatGLM2,1.0
203,steam,LLaMA2,ChatGLM2,1.0
204,steam,LLaMA2,ChatGLM2,1.0
205,steam,LLaMA2,ChatGLM2,1.0
206,steam,LLaMA2,ChatGLM2,1.0
207,steam,LLaMA2,ChatGLM2,1.0
208,steam,LLaMA2,ChatGLM2,1.0
209,steam,LLaMA2,ChatGLM2,1.0
210,steam,LLaMA2,ChatGLM2,2.0
211,steam,LLaMA2,ChatGLM2,1.0
212,steam,LLaMA2,ChatGLM2,1.0
213,steam,LLaMA2,ChatGLM2,1.0
214,steam,LLaMA2,ChatGLM2,1.0
215,steam,LLaMA2,ChatGLM2,1.0
216,steam,LLaMA2,ChatGLM2,1.0
217,steam,LLaMA2,ChatGLM2,1.0
218,steam,LLaMA2,ChatGLM2,1.0
219,steam,LLaMA2,ChatGLM2,1.0
220,steam,LLaMA2,ChatGLM2,1.0
221,steam,LLaMA2,ChatGLM2,1.0
222,steam,LLaMA2,ChatGLM2,1.0
223,steam,LLaMA2,ChatGLM2,1.0
224,steam,LLaMA2,ChatGLM2,1.0
225,steam,LLaMA2,ChatGLM2,1.0
226,steam,LLaMA2,ChatGLM2,1.0
227,steam,LLaMA2,ChatGLM2,1.0
228,steam,LLaMA2,ChatGLM2,1.0
229,steam,LLaMA2,ChatGLM2,1.0
230,steam,LLaMA2,ChatGLM2,1.0
231,steam,LLaMA2,ChatGLM2,1.0
232,steam,LLaMA2,ChatGLM2,1.0
233,steam,LLaMA2,ChatGLM2,1.0
234,steam,LLaMA2,ChatGLM2,1.0
235,steam,LLaMA2,ChatGLM2,1.0
236,steam,LLaMA2,ChatGLM2,1.0
237,steam,LLaMA2,ChatGLM2,1.0
238,steam,LLaMA2,ChatGLM2,1.0
239,steam,LLaMA2,ChatGLM2,1.0
240,steam,LLaMA2,ChatGLM2,1.0
241,steam,LLaMA2,ChatGLM2,1.0
242,steam,LLaMA2,ChatGLM2,1.0
243,steam,LLaMA2,ChatGLM2,1.0
244,steam,LLaMA2,ChatGLM2,1.0
245,steam,LLaMA2,ChatGLM2,1.0
246,steam,LLaMA2,ChatGLM2,2.0
247,steam,LLaMA2,ChatGLM2,1.0
248,steam,LLaMA2,ChatGLM2,2.0
249,steam,LLaMA2,ChatGLM2,1.0
250,steam,LLaMA2,ChatGLM2,1.0
251,steam,LLaMA2,ChatGLM2,1.0
252,steam,LLaMA2,ChatGLM2,1.0
253,steam,LLaMA2,ChatGLM2,1.0
254,steam,LLaMA2,ChatGLM2,1.0
255,steam,LLaMA2,ChatGLM2,1.0
256,steam,LLaMA2,ChatGLM2,1.0
257,steam,LLaMA2,ChatGLM2,1.0
258,steam,LLaMA2,ChatGLM2,1.0
259,steam,LLaMA2,ChatGLM2,1.0
260,steam,LLaMA2,ChatGLM2,1.0
261,steam,LLaMA2,ChatGLM2,1.0
262,steam,LLaMA2,ChatGLM2,1.0
263,steam,LLaMA2,ChatGLM2,1.0
264,steam,LLaMA2,ChatGLM2,1.0
265,steam,LLaMA2,ChatGLM2,1.0
266,steam,LLaMA2,ChatGLM2,1.0
267,steam,LLaMA2,ChatGLM2,1.0
268,steam,LLaMA2,ChatGLM2,1.0
269,steam,LLaMA2,ChatGLM2,1.0
270,steam,LLaMA2,ChatGLM2,1.0
271,steam,LLaMA2,ChatGLM2,1.0
272,steam,LLaMA2,ChatGLM2,1.0
273,steam,LLaMA2,ChatGLM2,1.0
274,steam,LLaMA2,ChatGLM2,1.0
275,steam,LLaMA2,ChatGLM2,1.0
276,steam,LLaMA2,ChatGLM2,1.0
277,steam,LLaMA2,ChatGLM2,1.0
278,steam,LLaMA2,ChatGLM2,1.0
279,steam,LLaMA2,ChatGLM2,1.0
280,steam,LLaMA2,ChatGLM2,1.0
281,steam,LLaMA2,ChatGLM2,1.0
282,steam,LLaMA2,ChatGLM2,1.0
283,steam,LLaMA2,ChatGLM2,1.0
284,steam,LLaMA2,ChatGLM2,1.0
285,steam,LLaMA2,ChatGLM2,1.0
286,steam,LLaMA2,ChatGLM2,1.0
287,steam,LLaMA2,ChatGLM2,1.0
288,steam,LLaMA2,ChatGLM2,1.0
289,steam,LLaMA2,ChatGLM2,1.0
290,steam,LLaMA2,ChatGLM2,1.0
291,steam,LLaMA2,ChatGLM2,1.0
292,steam,LLaMA2,ChatGLM2,1.0
293,steam,LLaMA2,ChatGLM2,1.0
294,steam,LLaMA2,ChatGLM2,1.0
295,steam,LLaMA2,ChatGLM2,1.0
296,steam,LLaMA2,ChatGLM2,1.0
297,steam,LLaMA2,ChatGLM2,1.0
298,steam,LLaMA2,ChatGLM2,1.0
299,steam,LLaMA2,ChatGLM2,1.0
300,steam,LLaMA2,ChatGLM2,1.0
301,steam,LLaMA2,ChatGLM2,1.0
302,steam,LLaMA2,ChatGLM2,1.0
303,steam,LLaMA2,ChatGLM2,1.0
304,steam,LLaMA2,ChatGLM2,2.0
305,steam,LLaMA2,ChatGLM2,1.0
306,steam,LLaMA2,ChatGLM2,1.0
307,steam,LLaMA2,ChatGLM2,1.0
308,steam,LLaMA2,ChatGLM2,1.0
309,steam,LLaMA2,ChatGLM2,2.0
310,steam,LLaMA2,ChatGLM2,1.0
311,steam,LLaMA2,ChatGLM2,2.0
312,steam,LLaMA2,ChatGLM2,1.0
313,steam,LLaMA2,ChatGLM2,1.0
314,steam,LLaMA2,ChatGLM2,1.0
315,steam,LLaMA2,ChatGLM2,1.0
316,steam,LLaMA2,ChatGLM2,1.0
317,steam,LLaMA2,ChatGLM2,2.0
318,steam,LLaMA2,ChatGLM2,1.0
319,steam,LLaMA2,ChatGLM2,1.0
320,steam,LLaMA2,ChatGLM2,1.0
321,steam,LLaMA2,ChatGLM2,1.0
322,steam,LLaMA2,ChatGLM2,1.0
323,steam,LLaMA2,ChatGLM2,1.0
324,steam,LLaMA2,ChatGLM2,2.0
325,steam,LLaMA2,ChatGLM2,1.0
326,steam,LLaMA2,ChatGLM2,1.0
327,steam,LLaMA2,ChatGLM2,1.0
328,steam,LLaMA2,ChatGLM2,1.0
329,steam,LLaMA2,ChatGLM2,2.0
330,steam,LLaMA2,ChatGLM2,1.0
331,steam,LLaMA2,ChatGLM2,1.0
332,steam,LLaMA2,ChatGLM2,1.0
333,steam,LLaMA2,ChatGLM2,1.0
334,steam,LLaMA2,ChatGLM2,1.0
335,steam,LLaMA2,ChatGLM2,1.0
336,steam,LLaMA2,ChatGLM2,1.0
337,steam,LLaMA2,ChatGLM2,1.0
338,steam,LLaMA2,ChatGLM2,1.0
339,steam,LLaMA2,ChatGLM2,1.0
340,steam,LLaMA2,ChatGLM2,1.0
341,steam,LLaMA2,ChatGLM2,1.0
342,steam,LLaMA2,ChatGLM2,1.0
343,steam,LLaMA2,ChatGLM2,1.0
344,steam,LLaMA2,ChatGLM2,1.0
345,steam,LLaMA2,ChatGLM2,1.0
346,steam,LLaMA2,ChatGLM2,1.0
347,steam,LLaMA2,ChatGLM2,1.0
348,steam,LLaMA2,ChatGLM2,1.0
349,steam,LLaMA2,ChatGLM2,1.0
350,steam,LLaMA2,ChatGLM2,1.0
351,steam,LLaMA2,ChatGLM2,1.0
352,steam,LLaMA2,ChatGLM2,1.0
353,steam,LLaMA2,ChatGLM2,1.0
354,steam,LLaMA2,ChatGLM2,1.0
355,steam,LLaMA2,ChatGLM2,1.0
356,steam,LLaMA2,ChatGLM2,1.0
357,steam,LLaMA2,ChatGLM2,1.0
358,steam,LLaMA2,ChatGLM2,2.0
359,steam,LLaMA2,ChatGLM2,1.0
360,steam,LLaMA2,ChatGLM2,1.0
361,steam,LLaMA2,ChatGLM2,1.0
362,steam,LLaMA2,ChatGLM2,1.0
363,steam,LLaMA2,ChatGLM2,1.0
364,steam,LLaMA2,ChatGLM2,1.0
365,steam,LLaMA2,ChatGLM2,1.0
366,steam,LLaMA2,ChatGLM2,1.0
367,steam,LLaMA2,ChatGLM2,1.0
368,steam,LLaMA2,ChatGLM2,1.0
369,steam,LLaMA2,ChatGLM2,1.0
370,steam,LLaMA2,ChatGLM2,1.0
371,steam,LLaMA2,ChatGLM2,1.0
372,steam,LLaMA2,ChatGLM2,1.0
373,steam,LLaMA2,ChatGLM2,1.0
374,steam,LLaMA2,ChatGLM2,1.0
375,steam,LLaMA2,ChatGLM2,1.0
376,steam,LLaMA2,ChatGLM2,1.0
377,steam,LLaMA2,ChatGLM2,1.0
378,steam,LLaMA2,ChatGLM2,1.0
379,steam,LLaMA2,ChatGLM2,1.0
380,steam,LLaMA2,ChatGLM2,1.0
381,steam,LLaMA2,ChatGLM2,1.0
382,steam,LLaMA2,ChatGLM2,1.0
383,steam,LLaMA2,ChatGLM2,1.0
384,steam,LLaMA2,ChatGLM2,1.0
385,steam,LLaMA2,ChatGLM2,1.0
386,steam,LLaMA2,ChatGLM2,1.0
387,steam,LLaMA2,ChatGLM2,1.0
388,steam,LLaMA2,ChatGLM2,2.0
389,steam,LLaMA2,ChatGLM2,1.0
390,steam,LLaMA2,ChatGLM2,1.0
391,steam,LLaMA2,ChatGLM2,1.0
392,steam,LLaMA2,ChatGLM2,1.0
393,steam,LLaMA2,ChatGLM2,1.0
394,steam,LLaMA2,ChatGLM2,1.0
395,steam,LLaMA2,ChatGLM2,1.0
396,steam,LLaMA2,ChatGLM2,1.0
397,steam,LLaMA2,ChatGLM2,1.0
398,steam,LLaMA2,ChatGLM2,1.0
399,steam,LLaMA2,ChatGLM2,1.0
400,steam,LLaMA2,ChatGLM2,1.0
401,steam,LLaMA2,ChatGLM2,1.0
402,steam,LLaMA2,ChatGLM2,1.0
403,steam,LLaMA2,ChatGLM2,1.0
404,steam,LLaMA2,ChatGLM2,1.0
405,steam,LLaMA2,ChatGLM2,1.0
406,steam,LLaMA2,ChatGLM2,1.0
407,steam,LLaMA2,ChatGLM2,1.0
408,steam,LLaMA2,ChatGLM2,1.0
409,steam,LLaMA2,ChatGLM2,2.0
410,steam,LLaMA2,ChatGLM2,1.0
411,steam,LLaMA2,ChatGLM2,1.0
412,steam,LLaMA2,ChatGLM2,1.0
413,steam,LLaMA2,ChatGLM2,1.0
414,steam,LLaMA2,ChatGLM2,1.0
415,steam,LLaMA2,ChatGLM2,1.0
416,steam,LLaMA2,ChatGLM2,2.0
417,steam,LLaMA2,ChatGLM2,1.0
418,steam,LLaMA2,ChatGLM2,1.0
419,steam,LLaMA2,ChatGLM2,1.0
420,steam,LLaMA2,ChatGLM2,1.0
421,steam,LLaMA2,ChatGLM2,1.0
422,steam,LLaMA2,ChatGLM2,1.0
423,steam,LLaMA2,ChatGLM2,1.0
424,steam,LLaMA2,ChatGLM2,1.0
425,steam,LLaMA2,ChatGLM2,1.0
426,steam,LLaMA2,ChatGLM2,1.0
427,steam,LLaMA2,ChatGLM2,1.0
428,steam,LLaMA2,ChatGLM2,1.0
429,steam,LLaMA2,ChatGLM2,1.0
430,steam,LLaMA2,ChatGLM2,1.0
431,steam,LLaMA2,ChatGLM2,1.0
432,steam,LLaMA2,ChatGLM2,1.0
433,steam,LLaMA2,ChatGLM2,1.0
434,steam,LLaMA2,ChatGLM2,1.0
435,steam,LLaMA2,ChatGLM2,1.0
436,steam,LLaMA2,ChatGLM2,1.0
437,steam,LLaMA2,ChatGLM2,2.0
438,steam,LLaMA2,ChatGLM2,1.0
439,steam,LLaMA2,ChatGLM2,2.0
440,steam,LLaMA2,ChatGLM2,1.0
441,steam,LLaMA2,ChatGLM2,1.0
442,steam,LLaMA2,ChatGLM2,1.0
443,steam,LLaMA2,ChatGLM2,1.0
444,steam,LLaMA2,ChatGLM2,1.0
445,steam,LLaMA2,ChatGLM2,1.0
446,steam,LLaMA2,ChatGLM2,1.0
447,steam,LLaMA2,ChatGLM2,1.0
448,steam,LLaMA2,ChatGLM2,1.0
449,steam,LLaMA2,ChatGLM2,1.0
450,steam,LLaMA2,ChatGLM2,1.0
451,steam,LLaMA2,ChatGLM2,1.0
452,steam,LLaMA2,ChatGLM2,1.0
453,steam,LLaMA2,ChatGLM2,1.0
454,steam,LLaMA2,ChatGLM2,1.0
455,steam,LLaMA2,ChatGLM2,1.0
456,steam,LLaMA2,ChatGLM2,1.0
457,steam,LLaMA2,ChatGLM2,1.0
458,steam,LLaMA2,ChatGLM2,2.0
459,steam,LLaMA2,ChatGLM2,1.0
460,steam,LLaMA2,ChatGLM2,1.0
461,steam,LLaMA2,ChatGLM2,1.0
462,steam,LLaMA2,ChatGLM2,1.0
463,steam,LLaMA2,ChatGLM2,2.0
464,steam,LLaMA2,ChatGLM2,1.0
465,steam,LLaMA2,ChatGLM2,1.0
466,steam,LLaMA2,ChatGLM2,1.0
467,steam,LLaMA2,ChatGLM2,1.0
468,steam,LLaMA2,ChatGLM2,1.0
469,steam,LLaMA2,ChatGLM2,1.0
470,steam,LLaMA2,ChatGLM2,1.0
471,steam,LLaMA2,ChatGLM2,1.0
472,steam,LLaMA2,ChatGLM2,1.0
473,steam,LLaMA2,ChatGLM2,1.0
474,steam,LLaMA2,ChatGLM2,1.0
475,steam,LLaMA2,ChatGLM2,1.0
476,steam,LLaMA2,ChatGLM2,1.0
477,steam,LLaMA2,ChatGLM2,1.0
478,steam,LLaMA2,ChatGLM2,1.0
479,steam,LLaMA2,ChatGLM2,1.0
480,steam,LLaMA2,ChatGLM2,1.0
481,steam,LLaMA2,ChatGLM2,1.0
482,steam,LLaMA2,ChatGLM2,1.0
483,steam,LLaMA2,ChatGLM2,1.0
484,steam,LLaMA2,ChatGLM2,1.0
485,steam,LLaMA2,ChatGLM2,1.0
486,steam,LLaMA2,ChatGLM2,1.0
487,steam,LLaMA2,ChatGLM2,1.0
488,steam,LLaMA2,ChatGLM2,1.0
489,steam,LLaMA2,ChatGLM2,1.0
490,steam,LLaMA2,ChatGLM2,1.0
491,steam,LLaMA2,ChatGLM2,1.0
492,steam,LLaMA2,ChatGLM2,1.0
493,steam,LLaMA2,ChatGLM2,1.0
494,steam,LLaMA2,ChatGLM2,1.0
495,steam,LLaMA2,ChatGLM2,1.0
496,steam,LLaMA2,ChatGLM2,1.0
497,steam,LLaMA2,ChatGLM2,1.0
498,steam,LLaMA2,ChatGLM2,1.0
499,steam,LLaMA2,ChatGLM2,1.0
500,steam,LLaMA2,ChatGLM2,1.0
501,steam,LLaMA2,ChatGLM2,1.0
502,steam,LLaMA2,ChatGLM2,1.0
503,steam,LLaMA2,ChatGLM2,1.0
504,steam,LLaMA2,ChatGLM2,1.0
505,steam,LLaMA2,ChatGLM2,1.0
506,steam,LLaMA2,ChatGLM2,1.0
507,steam,LLaMA2,ChatGLM2,1.0
508,steam,LLaMA2,ChatGLM2,1.0
509,steam,LLaMA2,ChatGLM2,1.0
510,steam,LLaMA2,ChatGLM2,1.0
511,steam,LLaMA2,ChatGLM2,1.0
512,steam,LLaMA2,ChatGLM2,1.0
513,steam,LLaMA2,ChatGLM2,1.0
514,steam,LLaMA2,ChatGLM2,1.0
515,steam,LLaMA2,ChatGLM2,1.0
516,steam,LLaMA2,ChatGLM2,1.0
517,steam,LLaMA2,ChatGLM2,1.0
518,steam,LLaMA2,ChatGLM2,1.0
519,steam,LLaMA2,ChatGLM2,1.0
520,steam,LLaMA2,ChatGLM2,1.0
521,steam,LLaMA2,ChatGLM2,1.0
522,steam,LLaMA2,ChatGLM2,1.0
523,steam,LLaMA2,ChatGLM2,1.0
524,steam,LLaMA2,ChatGLM2,1.0
525,steam,LLaMA2,ChatGLM2,1.0
526,steam,LLaMA2,ChatGLM2,1.0
527,steam,LLaMA2,ChatGLM2,1.0
528,steam,LLaMA2,ChatGLM2,1.0
529,steam,LLaMA2,ChatGLM2,1.0
530,steam,LLaMA2,ChatGLM2,1.0
531,steam,LLaMA2,ChatGLM2,1.0
532,steam,LLaMA2,ChatGLM2,1.0
533,steam,LLaMA2,ChatGLM2,1.0
534,steam,LLaMA2,ChatGLM2,1.0
535,steam,LLaMA2,ChatGLM2,1.0
536,steam,LLaMA2,ChatGLM2,1.0
537,steam,LLaMA2,ChatGLM2,1.0
538,steam,LLaMA2,ChatGLM2,2.0
539,steam,LLaMA2,ChatGLM2,1.0
540,steam,LLaMA2,ChatGLM2,2.0
541,steam,LLaMA2,ChatGLM2,1.0
542,steam,LLaMA2,ChatGLM2,1.0
543,steam,LLaMA2,ChatGLM2,1.0
544,steam,LLaMA2,ChatGLM2,1.0
545,steam,LLaMA2,ChatGLM2,1.0
546,steam,LLaMA2,ChatGLM2,1.0
547,steam,LLaMA2,ChatGLM2,1.0
548,steam,LLaMA2,ChatGLM2,1.0
549,steam,LLaMA2,ChatGLM2,1.0
550,steam,LLaMA2,ChatGLM2,1.0
551,steam,LLaMA2,ChatGLM2,1.0
552,steam,LLaMA2,ChatGLM2,1.0
553,steam,LLaMA2,ChatGLM2,1.0
554,steam,LLaMA2,ChatGLM2,1.0
555,steam,LLaMA2,ChatGLM2,1.0
556,steam,LLaMA2,ChatGLM2,1.0
557,steam,LLaMA2,ChatGLM2,1.0
558,steam,LLaMA2,ChatGLM2,2.0
559,steam,LLaMA2,ChatGLM2,1.0
560,steam,LLaMA2,ChatGLM2,1.0
561,steam,LLaMA2,ChatGLM2,1.0
562,steam,LLaMA2,ChatGLM2,1.0
563,steam,LLaMA2,ChatGLM2,1.0
564,steam,LLaMA2,ChatGLM2,1.0
565,steam,LLaMA2,ChatGLM2,1.0
566,steam,LLaMA2,ChatGLM2,1.0
567,steam,LLaMA2,ChatGLM2,1.0
568,steam,LLaMA2,ChatGLM2,1.0
569,steam,LLaMA2,ChatGLM2,1.0
570,steam,LLaMA2,ChatGLM2,1.0
571,steam,LLaMA2,ChatGLM2,1.0
572,steam,LLaMA2,ChatGLM2,1.0
573,steam,LLaMA2,ChatGLM2,1.0
574,steam,LLaMA2,ChatGLM2,1.0
575,steam,LLaMA2,ChatGLM2,2.0
576,steam,LLaMA2,ChatGLM2,1.0
577,steam,LLaMA2,ChatGLM2,1.0
578,steam,LLaMA2,ChatGLM2,1.0
579,steam,LLaMA2,ChatGLM2,1.0
580,steam,LLaMA2,ChatGLM2,1.0
581,steam,LLaMA2,ChatGLM2,1.0
